[2024-01-27 10:26:45] [INFO    ] discord.client: logging in using static token
[2024-01-27 10:26:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'EchoEDU', 'mfa_enabled': True, 'id': '1198365903109238794', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7369', 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '7069bd5b3f00b0694585f7a8f3287d55', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1198347724815335505'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['santa-clara', 'us-west', 'seattle', 'us-south', 'us-central'], 'current_location': ['US', 'US:CA'], 'auth': {}, 'application': {'id': '1198365903109238794', 'flags': 524288}, '_trace': ['["gateway-prd-us-east1-c-zhn8",{"micros":84174,"calls":["id_created",{"micros":2256,"calls":[]},"session_lookup_time",{"micros":2191,"calls":[]},"session_lookup_finished",{"micros":16,"calls":[]},"discord-sessions-prd-2-242",{"micros":78194,"calls":["start_session",{"micros":50335,"calls":["discord-api-7d54b6ddd4-d9glv",{"micros":44962,"calls":["get_user",{"micros":7153},"get_guilds",{"micros":7196},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":13}]}]},"starting_guild_connect",{"micros":68,"calls":[]},"presence_started",{"micros":452,"calls":[]},"guilds_started",{"micros":150,"calls":[]},"guilds_connect",{"micros":2,"calls":[]},"presence_connect",{"micros":27128,"calls":[]},"connect_finished",{"micros":27134,"calls":[]},"build_ready",{"micros":23,"calls":[]},"clean_ready",{"micros":2,"calls":[]},"optimize_ready",{"micros":26,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2024-01-27 10:26:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-01-27 10:26:46] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 7069bd5b3f00b0694585f7a8f3287d55).
[2024-01-27 10:26:46] [DEBUG   ] discord.client: Dispatching event connect
[2024-01-27 10:26:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'max_members': 500000, 'owner_id': '852816321020166155', 'system_channel_id': '1198347725830373478', 'member_count': 9, 'incidents_data': None, 'afk_timeout': 300, 'application_id': None, 'hub_type': None, 'id': '1198347724815335505', 'embedded_activities': [], 'voice_states': [], 'unavailable': False, 'vanity_url_code': None, 'stage_instances': [], 'name': 'EchoEDU', 'inventory_settings': None, 'system_channel_flags': 0, 'max_video_channel_users': 25, 'soundboard_sounds': [], 'splash': None, 'joined_at': '2024-01-25T23:14:26.541569+00:00', 'threads': [], 'channels': [{'version': 1705778762066, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1198347725830373476', 'flags': 0}, {'version': 1705778762071, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1198347725830373477', 'flags': 0}, {'version': 1705778762080, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1198347725830373476', 'name': 'general', 'last_message_id': '1200585807778557992', 'id': '1198347725830373478', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1705778762086, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1198347725830373477', 'name': 'General', 'last_message_id': None, 'id': '1198347725830373479', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1705780002952, 'type': 4, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1198347724815335505', 'deny': '1049600', 'allow': '0'}], 'parent_id': None, 'name': 'Admin', 'id': '1198352930483470416', 'flags': 0}, {'version': 1705780012925, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [{'type': 0, 'id': '1198347724815335505', 'deny': '1049600', 'allow': '0'}], 'parent_id': '1198352930483470416', 'nsfw': False, 'name': 'gitlog', 'last_message_id': '1198372146158780456', 'id': '1198352972317462718', 'flags': 0}], 'default_message_notifications': 1, 'features': [], 'public_updates_channel_id': None, 'rules_channel_id': None, 'afk_channel_id': None, 'description': None, 'max_stage_video_channel_users': 50, 'presences': [], 'banner': None, 'members': [{'user': {'username': 'EchoEDU', 'public_flags': 0, 'id': '1198365903109238794', 'global_name': None, 'display_name': None, 'discriminator': '7369', 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1200217145087361058'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-25T23:14:26.541569+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}], 'discovery_splash': None, 'roles': [{'version': 1705778762057, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '559623605571137', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1198347724815335505', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1705778781803, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'admin', 'mentionable': False, 'managed': False, 'id': '1198347772097732758', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1706224466462, 'unicode_emoji': None, 'tags': {'bot_id': '1198365903109238794'}, 'position': 1, 'permissions': '8', 'name': 'EchoEDU', 'mentionable': False, 'managed': True, 'id': '1200217145087361058', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'stickers': [], 'premium_subscription_count': 0, 'explicit_content_filter': 0, 'premium_progress_bar_enabled': False, 'emojis': [], 'lazy': True, 'latest_onboarding_question_id': None, 'home_header': None, 'region': 'deprecated', 'application_command_counts': {}, 'guild_scheduled_events': [], 'mfa_level': 0, 'large': False, 'version': 1705778810805, 'safety_alerts_channel_id': None, 'preferred_locale': 'en-US', 'nsfw': False, 'verification_level': 0, 'icon': None, 'premium_tier': 0, 'nsfw_level': 0}}
[2024-01-27 10:26:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-01-27 10:26:46] [DEBUG   ] discord.client: Dispatching event guild_available
[2024-01-27 10:26:48] [DEBUG   ] discord.client: Dispatching event ready
[2024-01-27 10:26:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1198365903109238794/guilds/1198347724815335505/commands with [{"name":"ping","description":"Ping pong","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null}] has returned 200
[2024-01-27 10:26:48] [DEBUG   ] discord.http: PUT /applications/{application_id}/guilds/{guild_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
[2024-01-27 10:26:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1198365903109238794/guilds/1198347724815335505/commands has received [{'id': '1200236326272905289', 'application_id': '1198365903109238794', 'version': '1200236326272905290', 'default_member_permissions': None, 'type': 1, 'name': 'ping', 'name_localizations': None, 'description': 'Ping pong', 'description_localizations': None, 'guild_id': '1198347724815335505', 'nsfw': False}]
